A00-B99;B50-B64;B55  Leishmaniasis;B55 ; Leishmaniasis
A00-B99;B50-B64;B56  African trypanosomiasis;B56 ; African trypanosomiasis
A00-B99;B50-B64;B57  Chagas' disease;B57 ; Chagas' disease
A00-B99;B50-B64;B58  Toxoplasmosis;B58 ; Toxoplasmosis
A00-B99;B50-B64;B59  Pneumocystosis;B59 ; Pneumocystosis
A00-B99;B50-B64;B60  Other protozoal diseases, not elsewhere classified;B60 ; Other protozoal diseases, not elsewhere classified
A00-B99;B50-B64;B64  Unspecified protozoal disease;B64 ; Unspecified protozoal disease
A00-B99;B65-B83;B65  Schistosomiasis [bilharziasis];B65 ; Schistosomiasis [bilharziasis]
A00-B99;B65-B83;B66  Other fluke infections;B66 ; Other fluke infections
A00-B99;B65-B83;B67  Echinococcosis;B67 ; Echinococcosis
A00-B99;B65-B83;B68  Taeniasis;B68 ; Taeniasis
A00-B99;B65-B83;B69  Cysticercosis;B69 ; Cysticercosis
A00-B99;B65-B83;B70  Diphyllobothriasis and sparganosis;B70 ; Diphyllobothriasis and sparganosis
A00-B99;B65-B83;B71  Other cestode infections;B71 ; Other cestode infections
A00-B99;B65-B83;B72  Dracunculiasis;B72 ; Dracunculiasis
A00-B99;B65-B83;B73  Onchocerciasis;B73 ; Onchocerciasis
A00-B99;B65-B83;B74  Filariasis;B74 ; Filariasis
A00-B99;B65-B83;B75  Trichinellosis;B75 ; Trichinellosis
A00-B99;B65-B83;B76  Hookworm diseases;B76 ; Hookworm diseases
A00-B99;B65-B83;B77  Ascariasis;B77 ; Ascariasis
A00-B99;B65-B83;B78  Strongyloidiasis;B78 ; Strongyloidiasis
A00-B99;B65-B83;B79  Trichuriasis;B79 ; Trichuriasis
A00-B99;B65-B83;B80  Enterobiasis;B80 ; Enterobiasis
A00-B99;B65-B83;B81  Other intestinal helminthiases, not elsewhere classified;B81 ; Other intestinal helminthiases, not elsewhere classified
A00-B99;B65-B83;B82  Unspecified intestinal parasitism;B82 ; Unspecified intestinal parasitism
A00-B99;B65-B83;B83  Other helminthiases;B83 ; Other helminthiases
A00-B99;B85-B89;B85  Pediculosis and phthiriasis;B85 ; Pediculosis and phthiriasis
A00-B99;B85-B89;B86  Scabies;B86 ; Scabies
A00-B99;B85-B89;B87  Myiasis;B87 ; Myiasis
A00-B99;B85-B89;B88  Other infestations;B88 ; Other infestations
A00-B99;B85-B89;B89  Unspecified parasitic disease;B89 ; Unspecified parasitic disease
A00-B99;B90-B94;B90  Sequelae of tuberculosis;B90 ; Sequelae of tuberculosis
A00-B99;B90-B94;B91  Sequelae of poliomyelitis;B91 ; Sequelae of poliomyelitis
A00-B99;B90-B94;B92  Sequelae of leprosy;B92 ; Sequelae of leprosy
A00-B99;B90-B94;B94  Sequelae of other and unspecified infectious and parasitic diseases;B94 ; Sequelae of other and unspecified infectious and parasitic diseases
A00-B99;B95-B97;B95  Streptococcus, Staphylococcus, and Enterococcus as the cause of diseases classified elsewhere;B95 ; Streptococcus, Staphylococcus, and Enterococcus as the cause of diseases classified elsewhere
A00-B99;B95-B97;B96  Other bacterial agents as the cause of diseases classified elsewhere;B96 ; Other bacterial agents as the cause of diseases classified elsewhere
A00-B99;B95-B97;B97  Viral agents as the cause of diseases classified elsewhere;B97 ; Viral agents as the cause of diseases classified elsewhere
A00-B99;B99-B99;B99  Other and unspecified infectious diseases;B99 ; Other and unspecified infectious diseases
C00-D49;C00-C14;C00  Malignant neoplasm of lip;C00 ; Malignant neoplasm of lip
C00-D49;C00-C14;C01  Malignant neoplasm of base of tongue;C01 ; Malignant neoplasm of base of tongue
C00-D49;C00-C14;C02  Malignant neoplasm of other and unspecified parts of tongue;C02 ; Malignant neoplasm of other and unspecified parts of tongue
C00-D49;C00-C14;C03  Malignant neoplasm of gum;C03 ; Malignant neoplasm of gum
C00-D49;C00-C14;C04  Malignant neoplasm of floor of mouth;C04 ; Malignant neoplasm of floor of mouth
C00-D49;C00-C14;C05  Malignant neoplasm of palate;C05 ; Malignant neoplasm of palate
C00-D49;C00-C14;C06  Malignant neoplasm of other and unspecified parts of mouth;C06 ; Malignant neoplasm of other and unspecified parts of mouth
C00-D49;C00-C14;C07  Malignant neoplasm of parotid gland;C07 ; Malignant neoplasm of parotid gland
C00-D49;C00-C14;C08  Malignant neoplasm of other and unspecified major salivary glands;C08 ; Malignant neoplasm of other and unspecified major salivary glands
C00-D49;C00-C14;C09  Malignant neoplasm of tonsil;C09 ; Malignant neoplasm of tonsil
C00-D49;C00-C14;C10  Malignant neoplasm of oropharynx;C10 ; Malignant neoplasm of oropharynx
C00-D49;C00-C14;C11  Malignant neoplasm of nasopharynx;C11 ; Malignant neoplasm of nasopharynx
C00-D49;C00-C14;C12  Malignant neoplasm of pyriform sinus;C12 ; Malignant neoplasm of pyriform sinus
C00-D49;C00-C14;C13  Malignant neoplasm of hypopharynx;C13 ; Malignant neoplasm of hypopharynx
C00-D49;C00-C14;C14  Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx;C14 ; Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx
C00-D49;C15-C26;C15  Malignant neoplasm of esophagus;C15 ; Malignant neoplasm of esophagus
C00-D49;C15-C26;C16  Malignant neoplasm of stomach;C16 ; Malignant neoplasm of stomach
C00-D49;C15-C26;C17  Malignant neoplasm of small intestine;C17 ; Malignant neoplasm of small intestine
C00-D49;C15-C26;C18  Malignant neoplasm of colon;C18 ; Malignant neoplasm of colon
C00-D49;C15-C26;C19  Malignant neoplasm of rectosigmoid junction;C19 ; Malignant neoplasm of rectosigmoid junction
C00-D49;C15-C26;C20  Malignant neoplasm of rectum;C20 ; Malignant neoplasm of rectum
C00-D49;C15-C26;C21  Malignant neoplasm of anus and anal canal;C21 ; Malignant neoplasm of anus and anal canal
C00-D49;C15-C26;C22  Malignant neoplasm of liver and intrahepatic bile ducts;C22 ; Malignant neoplasm of liver and intrahepatic bile ducts
C00-D49;C15-C26;C23  Malignant neoplasm of gallbladder;C23 ; Malignant neoplasm of gallbladder
C00-D49;C15-C26;C24  Malignant neoplasm of other and unspecified parts of biliary tract;C24 ; Malignant neoplasm of other and unspecified parts of biliary tract
C00-D49;C15-C26;C25  Malignant neoplasm of pancreas;C25 ; Malignant neoplasm of pancreas
C00-D49;C15-C26;C26  Malignant neoplasm of other and ill-defined digestive organs;C26 ; Malignant neoplasm of other and ill-defined digestive organs
C00-D49;C30-C39;C30  Malignant neoplasm of nasal cavity and middle ear;C30 ; Malignant neoplasm of nasal cavity and middle ear
C00-D49;C30-C39;C31  Malignant neoplasm of accessory sinuses;C31 ; Malignant neoplasm of accessory sinuses
C00-D49;C30-C39;C32  Malignant neoplasm of larynx;C32 ; Malignant neoplasm of larynx
C00-D49;C30-C39;C33  Malignant neoplasm of trachea;C33 ; Malignant neoplasm of trachea
C00-D49;C30-C39;C34  Malignant neoplasm of bronchus and lung;C34 ; Malignant neoplasm of bronchus and lung
C00-D49;C30-C39;C37  Malignant neoplasm of thymus;C37 ; Malignant neoplasm of thymus
C00-D49;C30-C39;C38  Malignant neoplasm of heart, mediastinum and pleura;C38 ; Malignant neoplasm of heart, mediastinum and pleura
C00-D49;C30-C39;C39  Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs;C39 ; Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs
C00-D49;C40-C41;C40  Malignant neoplasm of bone and articular cartilage of limbs;C40 ; Malignant neoplasm of bone and articular cartilage of limbs
C00-D49;C40-C41;C41  Malignant neoplasm of bone and articular cartilage of other and unspecified sites;C41 ; Malignant neoplasm of bone and articular cartilage of other and unspecified sites
C00-D49;C43-C44;C43  Malignant melanoma of skin;C43 ; Malignant melanoma of skin
C00-D49;C43-C44;C44  Other and unspecified malignant neoplasm of skin;C44 ; Other and unspecified malignant neoplasm of skin
C00-D49;C43-C44;C4A  Merkel cell carcinoma;C4A ; Merkel cell carcinoma
C00-D49;C45-C49;C45  Mesothelioma;C45 ; Mesothelioma
C00-D49;C45-C49;C46  Kaposi's sarcoma;C46 ; Kaposi's sarcoma
C00-D49;C45-C49;C47  Malignant neoplasm of peripheral nerves and autonomic nervous system;C47 ; Malignant neoplasm of peripheral nerves and autonomic nervous system
C00-D49;C45-C49;C48  Malignant neoplasm of retroperitoneum and peritoneum;C48 ; Malignant neoplasm of retroperitoneum and peritoneum
C00-D49;C45-C49;C49  Malignant neoplasm of other connective and soft tissue;C49 ; Malignant neoplasm of other connective and soft tissue
C00-D49;C50-C50;C50  Malignant neoplasm of breast;C50 ; Malignant neoplasm of breast
C00-D49;C51-C58;C51  Malignant neoplasm of vulva;C51 ; Malignant neoplasm of vulva
C00-D49;C51-C58;C52  Malignant neoplasm of vagina;C52 ; Malignant neoplasm of vagina
C00-D49;C51-C58;C53  Malignant neoplasm of cervix uteri;C53 ; Malignant neoplasm of cervix uteri
C00-D49;C51-C58;C54  Malignant neoplasm of corpus uteri;C54 ; Malignant neoplasm of corpus uteri
C00-D49;C51-C58;C55  Malignant neoplasm of uterus, part unspecified;C55 ; Malignant neoplasm of uterus, part unspecified
C00-D49;C51-C58;C56  Malignant neoplasm of ovary;C56 ; Malignant neoplasm of ovary
C00-D49;C51-C58;C57  Malignant neoplasm of other and unspecified female genital organs;C57 ; Malignant neoplasm of other and unspecified female genital organs
C00-D49;C51-C58;C58  Malignant neoplasm of placenta;C58 ; Malignant neoplasm of placenta
C00-D49;C60-C63;C60  Malignant neoplasm of penis;C60 ; Malignant neoplasm of penis
C00-D49;C60-C63;C61  Malignant neoplasm of prostate;C61 ; Malignant neoplasm of prostate
C00-D49;C60-C63;C62  Malignant neoplasm of testis;C62 ; Malignant neoplasm of testis
C00-D49;C60-C63;C63  Malignant neoplasm of other and unspecified male genital organs;C63 ; Malignant neoplasm of other and unspecified male genital organs
C00-D49;C64-C68;C64  Malignant neoplasm of kidney, except renal pelvis;C64 ; Malignant neoplasm of kidney, except renal pelvis
C00-D49;C64-C68;C65  Malignant neoplasm of renal pelvis;C65 ; Malignant neoplasm of renal pelvis
C00-D49;C64-C68;C66  Malignant neoplasm of ureter;C66 ; Malignant neoplasm of ureter
C00-D49;C64-C68;C67  Malignant neoplasm of bladder;C67 ; Malignant neoplasm of bladder
C00-D49;C64-C68;C68  Malignant neoplasm of other and unspecified urinary organs;C68 ; Malignant neoplasm of other and unspecified urinary organs
C00-D49;C69-C72;C69  Malignant neoplasm of eye and adnexa;C69 ; Malignant neoplasm of eye and adnexa
C00-D49;C69-C72;C70  Malignant neoplasm of meninges;C70 ; Malignant neoplasm of meninges
C00-D49;C69-C72;C71  Malignant neoplasm of brain;C71 ; Malignant neoplasm of brain
C00-D49;C69-C72;C72  Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system;C72 ; Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system
C00-D49;C73-C75;C73  Malignant neoplasm of thyroid gland;C73 ; Malignant neoplasm of thyroid gland
C00-D49;C73-C75;C74  Malignant neoplasm of adrenal gland;C74 ; Malignant neoplasm of adrenal gland
C00-D49;C73-C75;C75  Malignant neoplasm of other endocrine glands and related structures;C75 ; Malignant neoplasm of other endocrine glands and related structures
C00-D49;C76-C80;C76  Malignant neoplasm of other and ill-defined sites;C76 ; Malignant neoplasm of other and ill-defined sites
C00-D49;C76-C80;C77  Secondary and unspecified malignant neoplasm of lymph nodes;C77 ; Secondary and unspecified malignant neoplasm of lymph nodes
C00-D49;C76-C80;C78  Secondary malignant neoplasm of respiratory and digestive organs;C78 ; Secondary malignant neoplasm of respiratory and digestive organs
C00-D49;C76-C80;C79  Secondary malignant neoplasm of other and unspecified sites;C79 ; Secondary malignant neoplasm of other and unspecified sites
C00-D49;C76-C80;C80  Malignant neoplasm without specification of site;C80 ; Malignant neoplasm without specification of site
C00-D49;C7A-C7A;C7A  Malignant neuroendocrine tumors;C7A ; Malignant neuroendocrine tumors
C00-D49;C7B-C7B;C7B  Secondary neuroendocrine tumors;C7B ; Secondary neuroendocrine tumors
C00-D49;C81-C96;C81  Hodgkin lymphoma;C81 ; Hodgkin lymphoma
C00-D49;C81-C96;C82  Follicular lymphoma;C82 ; Follicular lymphoma
C00-D49;C81-C96;C83  Non-follicular lymphoma;C83 ; Non-follicular lymphoma
C00-D49;C81-C96;C84  Mature T/NK-cell lymphomas;C84 ; Mature T/NK-cell lymphomas
C00-D49;C81-C96;C85  Other specified and unspecified types of non-Hodgkin lymphoma;C85 ; Other specified and unspecified types of non-Hodgkin lymphoma
C00-D49;C81-C96;C86  Other specified types of T/NK-cell lymphoma;C86 ; Other specified types of T/NK-cell lymphoma
C00-D49;C81-C96;C88  Malignant immunoproliferative diseases and certain other B-cell lymphomas;C88 ; Malignant immunoproliferative diseases and certain other B-cell lymphomas
C00-D49;C81-C96;C90  Multiple myeloma and malignant plasma cell neoplasms;C90 ; Multiple myeloma and malignant plasma cell neoplasms
C00-D49;C81-C96;C91  Lymphoid leukemia;C91 ; Lymphoid leukemia
C00-D49;C81-C96;C92  Myeloid leukemia;C92 ; Myeloid leukemia
C00-D49;C81-C96;C93  Monocytic leukemia;C93 ; Monocytic leukemia
C00-D49;C81-C96;C94  Other leukemias of specified cell type;C94 ; Other leukemias of specified cell type
C00-D49;C81-C96;C95  Leukemia of unspecified cell type;C95 ; Leukemia of unspecified cell type
C00-D49;C81-C96;C96  Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue;C96 ; Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue
C00-D49;D00-D09;D00  Carcinoma in situ of oral cavity, esophagus and stomach;D00 ; Carcinoma in situ of oral cavity, esophagus and stomach
C00-D49;D00-D09;D01  Carcinoma in situ of other and unspecified digestive organs;D01 ; Carcinoma in situ of other and unspecified digestive organs
C00-D49;D00-D09;D02  Carcinoma in situ of middle ear and respiratory system;D02 ; Carcinoma in situ of middle ear and respiratory system
C00-D49;D00-D09;D03  Melanoma in situ;D03 ; Melanoma in situ
C00-D49;D00-D09;D04  Carcinoma in situ of skin;D04 ; Carcinoma in situ of skin
C00-D49;D00-D09;D05  Carcinoma in situ of breast;D05 ; Carcinoma in situ of breast
C00-D49;D00-D09;D06  Carcinoma in situ of cervix uteri;D06 ; Carcinoma in situ of cervix uteri
C00-D49;D00-D09;D07  Carcinoma in situ of other and unspecified genital organs;D07 ; Carcinoma in situ of other and unspecified genital organs
C00-D49;D00-D09;D09  Carcinoma in situ of other and unspecified sites;D09 ; Carcinoma in situ of other and unspecified sites
C00-D49;D10-D36;D10  Benign neoplasm of mouth and pharynx;D10 ; Benign neoplasm of mouth and pharynx
C00-D49;D10-D36;D11  Benign neoplasm of major salivary glands;D11 ; Benign neoplasm of major salivary glands
C00-D49;D10-D36;D12  Benign neoplasm of colon, rectum, anus and anal canal;D12 ; Benign neoplasm of colon, rectum, anus and anal canal
C00-D49;D10-D36;D13  Benign neoplasm of other and ill-defined parts of digestive system;D13 ; Benign neoplasm of other and ill-defined parts of digestive system
C00-D49;D10-D36;D14  Benign neoplasm of middle ear and respiratory system;D14 ; Benign neoplasm of middle ear and respiratory system
C00-D49;D10-D36;D15  Benign neoplasm of other and unspecified intrathoracic organs;D15 ; Benign neoplasm of other and unspecified intrathoracic organs
C00-D49;D10-D36;D16  Benign neoplasm of bone and articular cartilage;D16 ; Benign neoplasm of bone and articular cartilage
C00-D49;D10-D36;D17  Benign lipomatous neoplasm;D17 ; Benign lipomatous neoplasm
C00-D49;D10-D36;D18  Hemangioma and lymphangioma, any site;D18 ; Hemangioma and lymphangioma, any site
C00-D49;D10-D36;D19  Benign neoplasm of mesothelial tissue;D19 ; Benign neoplasm of mesothelial tissue
C00-D49;D10-D36;D20  Benign neoplasm of soft tissue of retroperitoneum and peritoneum;D20 ; Benign neoplasm of soft tissue of retroperitoneum and peritoneum
C00-D49;D10-D36;D21  Other benign neoplasms of connective and other soft tissue;D21 ; Other benign neoplasms of connective and other soft tissue
C00-D49;D10-D36;D22  Melanocytic nevi;D22 ; Melanocytic nevi
C00-D49;D10-D36;D23  Other benign neoplasms of skin;D23 ; Other benign neoplasms of skin
C00-D49;D10-D36;D24  Benign neoplasm of breast;D24 ; Benign neoplasm of breast
C00-D49;D10-D36;D25  Leiomyoma of uterus;D25 ; Leiomyoma of uterus
C00-D49;D10-D36;D26  Other benign neoplasms of uterus;D26 ; Other benign neoplasms of uterus
C00-D49;D10-D36;D27  Benign neoplasm of ovary;D27 ; Benign neoplasm of ovary
